id,listing_url,name,description,host_id,host_name,host_in_state,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,instant_bookable,review_scores_rating,number_of_reviews
22921667,https://www.airbnb.com/rooms/22921667,"WAvl tiny home, pet friendly-no fee, close dwntwn","Enjoy this tiny home with a loft bedroom featuring a king bed. Drink your coffee on the porch, roast marshmallows on the bonfire, soak in the hot tub & unwind! <br /><br />Conveniently located just minutes to Downtown in West Avl. <br /><br />The tiny home is located behind the main house, and does require you to walk down a somewhat steep pathway. It's just a warm up before you hit the Blue Ridge Parkway to enjoy spectacular views of the mountains. <br /><br />This house is little, but your adventures will be grand!<br /><br /><b>The space</b><br />Tiny cabin with a wooded yard, porch with hot tub and grill, electric fireplace, and spacious loft bedroom. Pet friendly!<br /><br /><b>Guest access</b><br />Access to entire tiny home and yard surrounding tiny home. Shared parking area with a designated spot for loft guests.<br /><br />Please be aware that the pathway from the driveway to the tiny home is somewhat steep and uneven, but there are handrails and lights along the way.<br /><br",164512814,Sara,TRUE,within an hour,1.00,0.99,t,2,t,t,Entire guesthouse,Entire home/apt,2,NA,1,115,2,14,f,4.84,290
22924150,https://www.airbnb.com/rooms/22924150,Montford Hideaway - Ten minute walk to downtown.,"Enjoy the downtown convenience of our industrial-cool basement apartment just two blocks from downtown Asheville, NC.  We live on a super-friendly downtown street, and parking is tight, so we can offer one off street parking space behind the house.  <br /><br />The legal homestay apartment is in the basement of our primary residence.  We are a quiet family, but there may be some muffled noise from upstairs, and maybe even few toenail clicks or a bark from our very friendly dog!<br /><br />The apartment has a private back patio where you can enjoy the lovely Asheville weather.<br /><br />We both work, so we are generally up early.   Fitz works from home, and is always available to see to any needs or answer any questions you may have.  <br /><br />Hope to see you soon!",23535333,Fitz,TRUE,within an hour,1.00,1.00,t,1,t,t,Entire rental unit,Entire home/apt,3,1,1,99,2,30,t,4.91,158
22944749,https://www.airbnb.com/rooms/22944749,Family Getaway/Minutes to Downtown,"Plenty of room for a family getaway.  Enjoy dinner on the deck, or a cup of coffee in the morning as the birds are singing.  There is a large yard, perfect for football games or you can shoot some hoops!<br /><br />Sorry.  No pets.",43818498,Christine Michele,TRUE,within an hour,1.00,1.00,t,2,t,t,Entire residential home,Entire home/apt,6,3,3,185,2,1125,t,4.95,132
22950161,https://www.airbnb.com/rooms/22950161,Country cottage in the center of it all!,"Close to the city with a country feel.  Come and enjoy all that Asheville and the surrounding areas have to offer in our little country cottage.  We are located in Fletcher, NC- about 20-30 min from downtown Asheville and the Biltmore House (about 9 miles)- and a short drive from Asheville Airport.  Tryon Equestrian Center is just 30 min away. Hiking, kayaking, shopping- all within 30 min drive or less. Outdoor fire pit for chilling after an amazing days adventures with your local brew or wine!<br /><br /><b>The space</b><br />We don't have cable for the TV but we do have internet you can access- We have a smart TV so if you have a Netflix account, you can access all your favorite shows/movies- We also have a DVD player/ DVD’s and a variety of board games as well.  If you like to spend your time outside, we have a corn hole game, rock fire pit and porches on the front and back of the house to relax and enjoy the outdoors.<br /><br /><b>Guest access</b><br />All spaces accessible- <br /",50233757,Christine,TRUE,within an hour,1.00,1.00,t,1,t,t,Entire cabin,Entire home/apt,4,2,2,96,2,1125,f,5,165
22968354,https://www.airbnb.com/rooms/22968354,The Bluebird Basement Getaway,"Super CLEAN, safe and serene escape to Asheville! Renovated walkout basement with its own ground level entrance. Tucked into the trees with a 60 Acre virgin forest sanctuary for the backyard.  Quiet and serene, yet just 3 miles from the heart of downtown Asheville.  Lots of Asheville’s best bars, breweries, and more just a mile or 2 away. Up for a hike or frisbee golf? The Richmond Hill City Park is about 1/2 mile away!  Or head to the River Arts District to explore, just 1.5 miles away.<br /><br /><b>The space</b><br />-The kitchenette space offers an island with seating for two, a toaster oven, small fridge with freezer, coffee maker, hot plate, and microwave.   Perfect for an easy meal or to heat up your delicious leftovers.<br /><br />-It has 1 separate bedroom featuring a barn door.  There are lights on nightstands on each side of the bed creating a cozy and comfortable sleeping arrangement.  The bed is a Lucid Memory foam mattress on a platform.  It is VERY comfortable!<br /><br ",16233515,Jessica,TRUE,within an hour,1.00,1.00,t,4,t,t,Entire guest suite,Entire home/apt,2,1,1,80,1,7,t,4.87,323
22984192,https://www.airbnb.com/rooms/22984192,Private modern apt above River Arts.  Walk to town,"Private, brand new, and modern inlaw apartment close downtown Asheville. You will love the airy bedroom that feels like a vacation in itself and the attention to detail that is evident throughout this carefully designed space. Enjoy sitting on the back deck, walking to the River Arts District (.1 miles) or to downtown (1 mile). There is room to park one car in the rear. Close to many galleries, breweries, and restaurants. Basic kitchenette is plenty to meet basic cooking needs for a week.<br /><br /><b>The space</b><br />The space is a new addition to the back of my house that I finished in January.  It has a great lay out that makes it feel spacious and airy.  The top floor feels a bit like a tree house with only the bed in it.  There is a middle level with a tv and a couch that folds down to sleep an extra guest.  The ground floor has the bathroom and a small kitchenette.  Out side there is a deck with a grill.  The back yard is shady and a great place to hang out even on a hot summe",170428521,Ian,TRUE,within an hour,1.00,0.99,t,1,t,f,Entire rental unit,Entire home/apt,2,1,1,149,3,60,f,4.94,162
22985524,https://www.airbnb.com/rooms/22985524,Fun West Asheville room for a special getaway,"Comfy room, with a queen bed and brand new linens, in trendy West Asheville home.  Private lower level of home with your own private deck, but you can use the upper deck as well.  Less than a mile to West Asheville entertainment.  5 miles to the center of downtown Asheville.  Close to great hiking, biking and world class dining.<br /><br /><b>The space</b><br />Great room for a comfy, well located weekend in Asheville<br /><br /><b>Guest access</b><br />You will come in on the upper level, for your convenience.  Your room has a lock and you have the whole lower level.  You may use the washer and dryer on the upper level.  Uber is usually only a few minutes away.<br /><br /><b>Other things to note</b><br />I will provide you with personalized information based on your interests.",170447025,Michelle,TRUE,within an hour,1.00,1.00,f,1,t,t,Private room in residential home,Private room,2,1,1,66,1,6,f,4.9,63
22986709,https://www.airbnb.com/rooms/22986709,Serene AV Escape w/Alcohol Decontamination Service,"Do you want to experience Asheville just like a local in a gorgeous property that represents all that is Asheville and feel comfortable that your rented space is extremely clean? Well, this space is professionally decontaminated using an alcohol fumigator for true disinfection (multiple times each week and just before your stay) and is only available for one booking each weekend to ensure this cleanliness. See the description of ""the space"" for specifics.<br /><br /><b>The space</b><br />This gorgeous homestay resembles a beautiful hotel in the middle of a wooded mountain. Yet, it is just 5-6 minutes from downtown Asheville and less than 10 minutes away to most breweries, Biltmore House, Grove Park Inn, and the Blue Ridge Parkway. The space is professionally decontaminated using an alcohol fumigator for true disinfection. Enjoy the mountain scenery and fresh air from a private second story balcony where your large Master bedroom and an additional room meet.  The front door is accessibl",38775538,Noah,TRUE,within an hour,1.00,1.00,f,1,t,f,Private room in residential home,Private room,4,2,3,66,2,7,t,4.72,111
23025024,https://www.airbnb.com/rooms/23025024,"Guest house.  Walk to town, all new, 2nd story","South facing and full of light, second-story, 500 sq feet above a garage. Wood floors, tile shower, heated marble bathroom floor. Architectural details: skylights in kitchen and living room, antique stained glass windows in bedroom and bathroom, milk-glass light fixtures, bulls eye trim, 11 foot vaulted ceilings. Kitchen includes granite counters, stainless steel appliances, washer dryer, ice maker, dishwasher.<br /><br /><b>The space</b><br />The apartment is above a two car garage and is in on the property of the house that we live in. Our house is on the corner and the apartment is on a quiet, narrow back road that only has five houses on it. Parking is ample and close. The apartment has 12 foot ceilings and three sky lights which all make the space bright and airy feeling. The  apartment was constructed in January 2018 so it's brand new and very clean.<br /><br /><b>Guest access</b><br />Guests have the entire apartment. There is an outside stairway to access the apartment. The doo",21313437,Ron,TRUE,N/A,N/A,1.00,t,2,t,t,Entire guesthouse,Entire home/apt,2,1,1,150,30,1123,t,4.96,24
23068704,https://www.airbnb.com/rooms/23068704,Cute Single with Private Bath 1.5 miles to Haywood,"Need a place to crash while you hike or bike the trails then hit the breweries? This room is perfect for the busy solo traveler. One mile from Haywood and all the best of West Asheville. Enjoy a very comfortable private room/private bath and access to laundry.  This room has a single bed for one guest only, no TV, but we do have wifi. You will be sharing a home with two others when you stay, so we appreciate guests who understand this fact.<br /><br /><b>The space</b><br />Your room is separate from the other bedrooms in the house, allowing for more privacy when coming and going and when sleeping. Note the room is near the kitchen and you may hear others using the kitchen while you stay but we observe quiet hours from 9pm to 7am. We have a fully fenced in yard for four legged guests.<br /><br /><b>Other things to note</b><br />If you are bringing a dog, please let us know a little about your fur baby to see if they are good fit for our house and family dog. Sorry we do not allow cats i",96818723,Chris,FALSE,within an hour,0.91,0.98,t,0,t,t,Private room in bungalow,Private room,1,1,1,30,2,6,f,4.87,47
23076921,https://www.airbnb.com/rooms/23076921,North Asheville Urban Forest,"A 1926 Craftsman Home that is two miles from the city center. The UNCA Botanical Garden is within walking distance.  Both hosts have been vaccinated for COVID-19 so it's safe to greet you without wearing a mask. If you'd feel more comfortable with us wearing one, let us know. All rooms and bathroom will be thoroughly cleaned between every guest according to current CDC guidelines. Your room is on the second floor (17 steps). No smoking.<br /><br /><b>The space</b><br />Our place is great for a couples get-away. Both straight and LGBTQ+ couples are welcome!<br /><br /><b>Guest access</b><br />Your stay includes a private bedroom with queen size bed, private bath and a private den. Both the bedroom and den are equipped with flat screen TV's and Netflix. Amenities include sheets, towels, local herbal bath products and access to the kitchen. You will be warmly welcomed at the door by Shiloh the family pup. No smoking.",89752652,Gary,TRUE,within an hour,1.00,0.99,t,1,t,t,Private room in residential home,Private room,2,1,1,77,1,7,f,4.96,175
23084647,https://www.airbnb.com/rooms/23084647,Cozy Little Farmette Minutes to Downtown Asheville,"Enjoy the peace and quiet of the country! This cozy little farmette, situated in the valley off the Blue Ridge Mountains, is a slice of heaven within minutes of downtown Asheville. <br />Outside, you’ll feel an instant sense of peace and tranquility surrounded by horses, happy, free ranging chickens, abundant woods, gardens, ponds, open lawns and patios for your restful getaway. Inside, the house is joyfully animated by the presence of a sweet cat and two joyful pups.<br /><br /><b>The space</b><br />Located on a quiet street with views of Blue Ridge Mountains and abundant nature: fox, bear, turkey, ducks, geese, blue heron and blue birds are some of my wonderful outdoor critters! While I have an indoor cat and dog, they are very quiet, and stay out of the airbnb space.<br /><br /><b>Guest access</b><br />The bedroom and bathroom are private, off to one end of the house, with your own entrance. There is a lovey patio to spend time sipping your coffee, meditating, yoga or just being. Sh",6898358,Andrea,TRUE,within an hour,1.00,1.00,t,1,t,t,Private room in farm stay,Private room,2,1,1,89,2,1125,f,4.98,51
23150406,https://www.airbnb.com/rooms/23150406,The Flint Street House downtown Historic Montford,"Historic Montford home. 3 blocks from the civic center and downtown. This is an old home in a wonderful neighborhood. The space has 2 bedrooms and 1 bath with a common hallway area where you’ll find a small fridge, coffee and snacks. The larger room has a king and an air mattress is available. The space has character, very comfortable, very clean, and very convenient to all that asheville has to offer. It’s short walk to downtown, coffee shops, restaurants, bars and breweries.<br /><br /><b>The space</b><br />Old home in historic neighborhood. You’ll have the whole 2nd floor to yourselves and access to the front yard and porch. There is a private stairwell to the second floor. There are two bedrooms, and a bathroom. In the common hallway you’ll find coffee and a fridge and some snacks provided. I live on the first floor. We may see each other come and go but the spaces are separate and private. Pets are welcome at an extra charge  of $25 as long as they’re well behaved. Guests are resp",37152088,Micha,TRUE,within an hour,1.00,1.00,t,1,t,f,Entire guest suite,Entire home/apt,4,2,2,158,1,1125,t,4.88,467
23216051,https://www.airbnb.com/rooms/23216051,Live/Work/Walk Everywhere from Drover's Way House,"Drover's Way is located on the edge of Downtown AVL with free onsite parking!  With a large room downstairs and sitting areas off the bedrooms upstairs, a couple can easily find office space for remote working yet still enjoy having the benefits of a whole house to live comfortably with space to relax in. The house has 2 bedrooms, 3 full bathrooms, a kitchen, a laundry room,  front porch with rockers, and best of all, it's within a block of Archetype Brewing, High 5 Coffee, & Five Points Diner.<br /><br /><b>The space</b><br />Monthly rental! Since the pandemic began, more people are working remotely and wanting to isolate from other people. At Drover's Way you have the best of both worlds (monthly rental now). You can walk up the street to pick up take out food from some of Asheville's best restaurants, and bring it back to enjoy on the porch. Work from home with our high speed wifi (fast enough to support multiple people on Zoom calls), then enjoy cooking in the well equipped kitchen",1329460,Lynne,TRUE,within an hour,1.00,1.00,t,4,t,t,Entire residential home,Entire home/apt,4,2,2,135,29,1125,t,4.97,73
23234938,https://www.airbnb.com/rooms/23234938,"Country quiet, close to town.  King Beds, Hot tub!","Entire home conveniently located about 15-20 minutes to Downtown Asheville and West Asheville bordering a farm. Relax in the hot tub after a long day of exploring Asheville; the Biltmore Estate, the Grove Park Inn, and the Blue Ridge Parkway are all must-visits. Featuring wrap around porches, a fully fenced in back yard, a large back deck for outdoor entertaining, gas grill, an amazing hot tub, high speed internet, smart TV, and luxury memory foam king beds in all the bedrooms.<br /><br /><b>The space</b><br />This home is located 15-20 minutes to downtown and West Asheville. Uber and Lyft are readily available. Enjoy the expansive decks and the large fenced in backyard along with king beds in all the rooms. There are 2 upstairs bedrooms with a shared full bath, a master with bath on the main floor, with an extra half bath in the hall.  The basement is finished with a king, queen, and one couch..  The house is at the end of a cul de sac in a fairly quiet neighborhood. We have an outdoo",56436566,Amanda & Ben,TRUE,within an hour,1.00,1.00,t,2,t,t,Entire residential home,Entire home/apt,12,4,5,117,1,1125,f,4.86,281
23254729,https://www.airbnb.com/rooms/23254729,SoCozy,"Welcome to SoCozy, a single room with private entrance and bath on the ground floor of a new home in the heart of the historic Montford neighborhood. We have just completed  this space for out of town guests so everything is brand new.  Coffee and tea are provided and there is a fridge, toaster and microwave as well as glasses, dishes and utensils.  We look forward to welcoming Airbnb visitors and being hosts to folks visiting Asheville. Come stay with us in the vortex that is Asheville",14043734,Marti And Dave,TRUE,N/A,N/A,1.00,t,1,t,t,Private room in residential home,Private room,2,1,1,75,2,30,t,4.93,91
23285263,https://www.airbnb.com/rooms/23285263,Ultimate Asheville Airbnb #location,"CORONAVIRUS READY! Two CLEAN separate spaces! PETS (ask). I adapt the space to any need. Prefer 2 night min Fri-Sat (ask). <br /><br />King Bed (2p) with nice futon (1-2p).  Bedroom with a queen (2p). Twin floor mattress option (1p). We hope our guests get the most out of Asheville.  <br /><br />Converted garage to a living space with a separate entrance. Hallway to a full bath where another private bedroom is located.<br /><br /><b>The space</b><br />Built in 2005. This home is of solid construction and well maintained. Converted our garage to a living space with a separate entrance. It leads to a hallway with a full bath where another private bedroom is located. This whole portion of the house will be yours privately. Feel free to interact with me as much as you want, but I'll respect your time to relax or party!<br /><br />Parking places are designated on the side of the driveway. You will receive a temporary door code for the French doors via text message.<br /><br /><b>Guest acces",16309147,William,TRUE,within an hour,1.00,1.00,t,1,t,f,Entire guest suite,Entire home/apt,6,2,3,114,1,14,t,4.94,207
23315166,https://www.airbnb.com/rooms/23315166,Mayfair Cottage,"In Asheville, local is always the way to go! Come explore the personality and charm of Asheville in an authentic, stress-free oasis on the west side of town. Practice your golf swing, or play a game of volleyball in the community park – just a short walk away. With modern flair and vintage 70’s era touches, you’ll be right at home in our cottage; fifteen minutes or less to downtown Asheville, Biltmore Estate, or Blue Ridge Parkway. Close to everything that Asheville has to experience and enjoy!<br /><br /><b>The space</b><br />Recently remodeled and featured as home of the week in the Asheville Citizen Times, the space is fresh and bright with touches of 70's vintage, minus the blue shag carpet. As you come in, you'll find yourself in the shared laundry room (bicyclists can leave their bikes safely here) which opens up to the kitchenette. The large living space is equipped with a dining room table and a sitting area, and the bedroom and the bathroom are to your left. We love our city a",41401822,D,TRUE,within an hour,1.00,1.00,t,1,t,t,Entire rental unit,Entire home/apt,4,1,1,84,2,30,t,4.95,224
23335956,https://www.airbnb.com/rooms/23335956,"New Log Cabin, Mountain Views, HotTub, Fire Pit","This beautiful, true-wood log cabin has everything you are looking for when visiting Asheville and the surrounding area. Just 5 miles from the interstate and downtown Asheville, this log cabin is quintessential to anywhere you want to go. Giving you convenience to everything and the comfort and modern amenities with long-range mountain views when you're home. <br /><br />Complete with outdoor dining table, gas grill, hot tub and fire pit, you are sure to have a wonderful evening outside on the deck.<br /><br /><b>The space</b><br />Please note that the second bedroom is a loft and is open to the main floor. It is not a private bedroom. Please note that we do relocate the cows in the winter from December thru March due to cold weather and freezing water.<br /><br /><b>Other things to note</b><br />Please do not go into the pasture with the cows. They get very excited when someone goes in there, as they think they are going to be fed hay. Please note that we do relocate the cows in the w",152085318,Shauna,TRUE,within an hour,1.00,1.00,t,2,t,f,Entire cabin,Entire home/apt,4,2,2,160,2,1125,t,4.95,173
23342955,https://www.airbnb.com/rooms/23342955,Rice Family Cabin,"A charming Appalachian cabin built in 1934, lovingly restored in 2018 with modern amenities. Original antique furnishings have been preserved. Conveniently located in East Asheville with nearby Blue Ridge Parkway access. 5 minutes to Mountains-to-Sea trail and Folk Art Center, 10 minutes to downtown. Enclosed back porch and open deck overlook a private meadow surrounded by woods. Perfect for those seeking Asheville's blend of rich history, modern culture, and breathtaking natural beauty!<br /><br /><b>The space</b><br />This cabin was built by a descendant of the first settlers of Buncombe County. This is a uniquely beautiful and historical Appalachian homestead, constructed from hand-cut yellow pine logs that grew on the original land. Many of the furnishings are antique heirlooms. The cabin is all one level and the layout has not changed from the original 1930s-era design. The front and back entrances include short sets of stairs, and there is a keyless entry. Please note that both b",173891500,Frances,TRUE,within an hour,1.00,1.00,t,1,t,t,Entire cabin,Entire home/apt,4,2,2,140,2,7,f,4.98,145
23343151,https://www.airbnb.com/rooms/23343151,City Casita Downtown - KING Bed and Free Parking!!,"Great downtown condo right behind the Harrah's Cherokee Center and Thomas Wolfe Auditorium. Safe, keypad-locked building with elevator access. Top floor = nobody above you. Easy walking distance to just about anything downtown. Coffee shops, restaurants, breweries, bars, retail shops, grocery stores, activities, and more within blocks of the front door. Biltmore Estate and access to the Blue Ridge Parkway for hiking trails are within a 15 minute drive.<br /><br /><b>The space</b><br />Get more out of your stay in Asheville with this little home away from home. Enjoy having a full-size kitchen and living room in addition to the bedroom and bathroom in this 600+ SF condo. This makes for a much more spacious stay than a hotel. You will have a FREE PARKING SPOT designated for you just outside and elevator access that will make it easy for bringing in luggage. You won't need to use your car during your stay, though, because you are close enough to walk to just about anywhere you would want ",4507071,Joslyn,FALSE,within an hour,1.00,1.00,t,1,t,t,Entire condominium (condo),Entire home/apt,2,1,1,197,2,33,t,4.96,113
23370743,https://www.airbnb.com/rooms/23370743,Oak Shade Suite - Private Asheville Guesthouse,"Oak Shade Suite, a recently renovated 95-year-old carriage house, is a private oasis on the south side of our 3-acre wooded lot. The elevated deck overlooks a large garden and dozens of centuries-old hardwoods. Directly below is Alex's pottery studio and woodshop, and next door is Nicole's drafting and letterpress studio. Our family lives in the adjacent bungalow on site.<br /><br /><b>The space</b><br />Charming and comfortable 1 bedroom 1 bath apartment with a living room, kitchenette and deck. <br /><br />If you are tall, please come with a sense of adventure and a willingness to duck. We’ve taken care to design the space and arrange the furniture in a way that minimizes the low ceiling clearance in places, but there is the potential to bump your head in certain areas indicated in listing photos. <br /><br />We regret we cannot accommodate pets. Smoking is strictly prohibited.<br /><br /><b>Guest access</b><br />Private guest parking at the end of a wooded gravel driveway. Suite has",14649701,Nicole,TRUE,within an hour,1.00,1.00,t,2,t,t,Entire guesthouse,Entire home/apt,3,1,2,105,4,1125,f,4.93,119
23393644,https://www.airbnb.com/rooms/23393644,Convenient king suite---walk to downtown!,"Convenient Five Points king suite within walking distance of downtown Asheville. The suite provides a private entrance, kitchenette, and a bathroom with a shower. There is usually plenty of parking on a safe street around the property. The walk to downtown is about 10 minutes.",54379432,Jesse,TRUE,within an hour,1.00,1.00,t,1,t,t,Private room in residential home,Private room,2,1,1,75,1,26,t,4.79,186
23412631,https://www.airbnb.com/rooms/23412631,Asheville Studio 78,"Asheville Studio 78 is centrally located near I-240, between Merrimon Ave and Charlotte St., in the heart of Asheville. Although a short walk from downtown shopping and restaurants and 1/2 mile from Asheville Yoga Center, this peaceful studio is tucked away in a quaint and quiet neighborhood, overlooking swaying trees and beautiful landscaping. Asheville Studio 78 is also just under a mile to the Grove Park Inn... which you can see from the windows of the studio!<br />NEED A LONGER STAY? CONTACT ME.<br /><br /><b>The space</b><br />The studio is a private room above our garage, designed for the mature adult or two looking for a quiet relaxing space while visiting or working in Asheville. Due to the stairs and space sorry, but NO CHILDREN under 14, no pets and NO SMOKING. <br />Please contact us about long term stays and do check out our other spaces!<br /><br />Thank you for visiting our site and have a great day!<br /><br /><b>Guest access</b><br />Guests share the driveway and have a",174586650,Perry,TRUE,within an hour,1.00,1.00,t,2,t,t,Entire guest suite,Entire home/apt,2,1,1,114,2,28,f,5,92
23419322,https://www.airbnb.com/rooms/23419322,"3BR/2.5 bath: Townhome 2 mi from Airport, quiet.","Home away from home. Cozy 3 bedrooms, 2.5 bathrooms Townhouse in a quiet area. Minutes away from Target, Walmart, and restaurants like Sierra Nevada. Located south of Asheville, you are only 15 miles from the heart of downtown and the Biltmore House. It is within 2 miles of the Asheville airport/AG center & 5 miles from the Blue Ridge Parkway. Easy access to Brevard and Hendersonville. The Tryon Equestrian Center is an easy 35 mile drive via I-26. Great for family vacations and extended trips!<br /><br /><b>The space</b><br />Fully furnished, single-family dwelling where you will feel right at home.<br /><br /><b>Guest access</b><br />You will have access to the following common areas downstairs: Living room (room for Queen air mattress & couch), dining room, kitchen, laundry room, 1/2 bathroom downstairs. The 3 bedrooms and 2 full bathrooms are located upstairs.<br /><br /><b>Other things to note</b><br />There are new units being built down the road in our neighborhood, so you may se",174650915,Mark,TRUE,within an hour,1.00,0.98,t,2,t,t,Entire townhouse,Entire home/apt,8,3,4,130,4,35,f,4.64,11
23430202,https://www.airbnb.com/rooms/23430202,1BR/1Bathroom close to Airport in South Asheville,"You will have access to a private BR/Bathroom in our townhome located in a quiet neighborhood. Only minutes away from Target, Walmart, and Sierra Nevada. Located south of Asheville, you are only 15 miles from the heart of downtown and the Biltmore House. It is within 2 miles of the Asheville airport/AG center & 5 miles from the Blue Ridge Parkway. Easy access to Brevard/Hendersonville. Great for singles/couples on a business trip or vacation & looking for adventure in the beautiful mountains!<br /><br /><b>Guest access</b><br />You will have access to the following common areas downstairs: Living room, dining room, kitchen, and laundry room. Your private bedroom and bathroom are located upstairs.<br /><br /><b>Other things to note</b><br />There are new units being built down the road in our neighborhood, so you may see constructions crews coming and going during the day.",174650915,Mark,TRUE,within an hour,1.00,0.98,t,2,t,t,Private room in townhouse,Private room,3,1,1,55,1,90,t,4.96,158
23435525,https://www.airbnb.com/rooms/23435525,Beautiful Century Old Charmer w/ hot tub,"My house is located in the heart of West Asheville. It is walkable to awesome restaurants, local shops, grocery store, parks, music venues, and breweries. Downtown is a short and inexpensive Lyft ride away. Your suite has a private bathroom and a king size bed. Come enjoy this space as much as we do.<br /><br /><b>The space</b><br />There is a great back yard space  to enjoy. We are pet friendly but ask you clean up after your fur baby. We have a hot tub outside for you to enjoy and relax after, or before, your Asheville adventures.<br /><br /><b>Guest access</b><br />There is a large open kitchen equipped to handle any culinary adventure you might embark on. There is a living room with a big screen TV, but bring your fire stick or roku, and dining room. My patio has a gazebo, a grill, a trampoline, and a fire pit.",174806804,Kara,TRUE,N/A,N/A,1.00,f,1,t,f,Private room in residential home,Private room,2,1,1,150,2,1125,t,4.93,55
23441905,https://www.airbnb.com/rooms/23441905,Cute Updated Condo - Steps to Downtown,"Walking distance to downtown Asheville's best restaurants, nightlife, and shops, this cute 1BR condo has a newly renovated kitchen and bath. Great for both business travelers and extended getaways. Reach the Blue Ridge Parkway in minutes. Sleeps 2.<br /><br /><b>The space</b><br />Whether you’re seeking an extended getaway or a comfortable hotel alternative for your business travel, this lovely 1BR third-floor condo is steps away from the heart of downtown. A newly renovated kitchen and bath make your stay comfortable, and the peaceful bedroom features a view of the city and a full-size bed.<br /><br />This Asheville rental is conveniently located less than 10 minutes from nearly everything you would want to see! You're just around the corner from the U.S. Cellular Center and the Thomas Wolfe Auditorium and minutes from the Blue Ridge Parkway, Grove Park Inn, and the Biltmore Estate.<br /><br />Asheville's rich outdoor activities abound as well -- take your pick of hiking, fishing, zip",149601167,TurnKey Vacation Rentals,FALSE,within an hour,1.00,1.00,f,175,t,t,Entire condominium (condo),Entire home/apt,2,1,1,110,2,1125,t,4.52,21
23451262,https://www.airbnb.com/rooms/23451262,"Clean & Cozy Cottage-Pet Friendly, 3mi to Biltmore","This cozy, light-filled, guesthouse cottage--just minutes away from everything Asheville has to offer--is all yours during your mountain getaway in Asheville. Less than five miles to downtown, the Biltmore, and the Blue Ridge Parkway, it's convenient and quiet. Whoever you are, you are welcome here!<br /><br /><b>The space</b><br />Our little cottage guesthouse (560sqft) is tucked away in the suburban Oakley neighborhood of Asheville. Custom-built features make this cozy space special and functional. <br /><br />The bottom level is light-filled with a fully-stocked modern kitchen and bar seating. Coffee and tea provided. The living area has a loveseat sofa with a pull-out single bed. Downstairs is also a remodeled bathroom with a large, tile shower. <br /><br />The metal spiral staircase leads to an open-floor loft bedroom with heavenly memory foam, queen-sized mattress. Also upstairs is a height-adjustable desk with chair, dressing area and plenty of space to spread out.  The mattress",7075213,Tara,TRUE,within an hour,1.00,1.00,t,1,t,t,Entire guesthouse,Entire home/apt,3,1,2,122,2,21,f,4.94,210
23478630,https://www.airbnb.com/rooms/23478630,Minutes To Downtown | Heart of West Asheville,"Welcome to the Malvern Hills Guest Suite! A private 2 bedroom guest suite tucked into a West Asheville neighborhood near the heart of downtown. A ten minute walk to all of West Asheville's favorites and a short, five minute drive to downtown. You have your own private entrance, bathroom, dedicated living space, and off street parking. The Malvern Hills guest suite is the perfect spot to relax and see all the sights Asheville has to offer.<br /><br /><b>The space</b><br />Our place is open, airy, and light-filled. Offering SmartTV, Wi-Fi, brand new queen size beds, hotel-quality linens, and a comfortable (and stylish!) place to lounge.<br /><br /><b>Guest access</b><br />The entire place is yours while you are here. You have your own private entry and plenty of on-street parking.<br /><br /><b>Other things to note</b><br />Pet(s) live on property - We do have a cat and dog that live upstairs for those concerned with allergies",10568961,Courtney,TRUE,within an hour,1.00,1.00,f,1,t,t,Entire rental unit,Entire home/apt,6,2,3,116,2,1125,t,4.9,117
23480306,https://www.airbnb.com/rooms/23480306,Asheville East Retreat,"We are committed to making your stay with us an enjoyable, safe experience. For that reason, we follow Airbnb’s Enhanced Cleaning Protocol (see above).<br />We take this very seriously, for your safety, as well as ours.<br /><br />Our guest suite has been completely updated. New carpet throughout, freshly painted, wall mounted 50” television. Dining table for those times you want to eat in. Electric heater/fireplace console in master bedroom.<br /><br /><b>The space</b><br />The private entrance to the guest suite opens into a large living-room with comfortable seating, 50” TV connected with Hulu Live-TV, trundle bed for guests, and an area that has a small fridge, microwave, coffee pot and essentials, including locally roasted coffee.<br /><br />Just off the living-room is the master bedroom that has an extremely comfortable king size bed, which is sure to make your stay more relaxing. The closet has extra towels, blankets, hangers, iron/ironing board, and first-aid kit. <br /><br />T",40137306,Judy And Vahan,TRUE,within an hour,1.00,1.00,t,1,t,t,Private room in guest suite,Private room,4,1,3,67,1,7,t,4.98,306
